Date,Tweet Text,Retweets,Favorites,Followers,Follows
25/01/2022 10:05,"Learn more about how you can become TRULY self-aware over on our Instagram and vote on our stories, today! Check us out on Instagram: AlishaDeLorenzo  #SEL #mentalhealth #equity #selfcare #LivingYes #BeLovEd #love #connect #belong #heal #wellness",0,3,1564,1294
25/01/2022 10:02,"Amazing day, only one trade because the market is very strange, but I do +10% today not bad! 🔥 Thanks @Tradytics for professional option tool and thanks to @TrendSpider for the professional #TA platform. #NASDAQ #SP500 #investing #equity #stocks #GMEtothemoon #AMD #BTC",1,1,3,58
25/01/2022 10:01,Thank you Vinnie Enriquez @theenriquezgroup for having our CEO @mattsullivanco on your latest podcast. Matthew shows homeowners how to get cash for some of their home #equity. Download the ebook:  Listen now:  #Algorand #NFT,0,0,1252,5000
25/01/2022 10:00,"Students! Do you want to connect with leading insurance organizations committed to #diversity, #equity, and #inclusion? Join us on Feb 25 for Allies in Insurance, an interactive forum for DEI conversations, resources, & networking. Register by Feb 22:",0,0,1449,1782
25/01/2022 09:56,"It would appear that if you are white, some would like to disqualify you from applying/filling the D4 BoE position in @WCPSS. #Inclusivity. #Equity #Opportunity",0,1,230,192
25/01/2022 09:55,"The commitment to #diversity, #equity, and #respect for all @Hearst employees is the foundation to the core values and company culture that makes everyone feel welcome. Learn more about our upcoming Executive Summits:",0,0,3470,348
25/01/2022 09:55,"""In its most simplistic definition, equity is meeting young people where they are, as they are.""  via @ASCD @PrincipalKafele #equity #education",0,0,58164,42976
25/01/2022 09:51,1st time Founders vs Sharks #onehealthpass #SharkTank #SharkTankIndia #entrepreneur #1healthpass #business #equity #founder,0,2,13,118
25/01/2022 09:49,"Short-term indicator: #equity markets are really oversold right now. It's not the magnitude, but the pace that is striking.",3,9,93322,746
25/01/2022 09:47,"Check out the latest edition of Black Law Matters - EP 8 with Attorney Ronda Tate Truvillion and Attorney Rita O. White where they discuss the life and legacy of their friend, Judge Karen Fort Hood. #trailblazer #diversity #equity",0,0,322,464
25/01/2022 09:41,"Freaking love this coin! #passiveincome is the way forward and #EQUITY is the best! 100% trust in the devs (which is rare!) and the community is awesome! First stop the moon…and then who knows! 🚀🚀🚀 #Crypto #cryptocurrency #BSC #BSCGem @equitycoinbsc #SAFU RT @WhaleCoinTalk: 💎 $EQUITY: Make $$ while you sleep💎 Over +400,000$ paid to $EQUITY holders💸 Some make +1500$ DAILY🤯 🤑20% #BUSD rewards 📲0% tax on P2P transfers ✅Devs don't get paid UNLESS you're paid 🐥: @equitycoinbsc 💬:  📈:  NFA-DYOR",2,8,15,122
25/01/2022 09:41,#fii sold almost a billion $ today and Markets still managed to close in the green! #Indian #equity markets are becoming #Atamnirbhar for sure. #Nifty #sensex,1,3,108,65
25/01/2022 09:38,I encourage diverse equity-minded champions for student success to apply for the @AspenInstitute Presidential Fellowship. #HigherEdEquity #Equity RT @CollegeFutures: Know of an aspiring or sitting president who is passionate about improving #college student success and #equity? The @AspenInstitute Presidential Fellowship is now accepting applications and nominations through March 25th for the 2022-23 cohorts. #highered,0,2,1140,997
25/01/2022 09:34,"Recommended Global Macro Trade: Move SHORT SP Energy sector relative to SP Tech: Longview Macro TAA Trade Recommendation, 25th Jan 2022 [...]  #equity #stocks",0,0,9097,4217
25/01/2022 09:33,"Community investment brings #justice, #equity, and #opportunity. I recently stopped by Hatch 41, a black-owned co-working space in Bronzeville. Owner Stephen Mitchell praised the #RebuildIllinois grant for creating jobs and repurposing industrial space in his building.",3,5,20526,934
25/01/2022 09:32,‘There is a penalty for being Black’: How present-day racism devalues Black people and their property — and what to do about it  #equity #realestate #livingwhileblack #homeownership #legacywealth,0,0,1113,3761
25/01/2022 09:31,"Would love to see more cities approaching #gender #equity like Bogotá. Its award-winning Care System invests in caregivers, recognizing their critical role in building healthy communities & challenging the culture that places the burden of unpaid work disproportionately on women. RT @CitiesChange: Thank you @drodriguezfr, @secredistmujer, and @BogotaInter_nal for sharing the incredible work you are doing to advance gender equity! @Bogota’s Care System is an innovative approach to supporting and empowering the city’s 1.2 million unpaid care workers and their families.",0,0,94,832
25/01/2022 09:31,Los Angeles County resident! Share your public comment on equitable cultural policy! #art #funding #equity #losangeles,0,0,608,504
25/01/2022 09:30,"Shouting out an org I really value @think360arts who's mission is to engage Coloradans in innovative #arts programming that inspires #creativity, builds #community, and advances #equity.",0,0,1162,2080
25/01/2022 09:30,Three exceptional young leaders in #Ontario are being presented with the Lincoln M. Alexander Award for their commitment to #antiracism and #equity in their communities.,0,0,39,326
25/01/2022 09:26,If anyone is in front of a huge audience and looking for ways to reinforce stereotypes... try this approach ⤵️😳 #CricketTwitter #Racism #equity RT @abi_slade: it’s here. just ridiculous,0,0,1440,1996
25/01/2022 09:25,How Do You Feel About M&M's Recent Rebranding Efforts?  #Branding #Rebranding #Marketing #M&amp;M's #Candy #Inclusion #Diversity #Equity,0,0,321788,333733
25/01/2022 09:25,Check out these incredible sessions:  #diversity #equity #inclusion,0,0,24,66
25/01/2022 09:23,Wow so good to hear you @WajahatAli on @WNYC ! White ally here with a daughter of color. Can’t wait to share your book with her. #equity,0,0,866,572
25/01/2022 09:21,"The pace of sell-off in #equity #markets accelerated on Monday, down almost 4% around lunchtime, on top of the 7.7% sell-off experienced in the first three weeks of this year. Visit our website to read more of our thoughts on the recent market downturn.",0,0,217,310
25/01/2022 09:11,"$EWI LN #Edinburgh Worldwide Edinburgh Worldwide - Tomorrow’s winners: Edinburgh Worldwide (EWI) invests in some of the world’s most exciting companies, many of which would otherwise be hard for investors to access. It seeks to identify…  #equity #stocks",1,0,9097,4217
25/01/2022 09:10,And so it begins! Really curious to see how this goes so I'm excited that it's coming from my alma matter. #TempleMade #equity #DEI #EducationForAll,0,0,152,104
25/01/2022 09:08,"Market falls, time to go Frugal and Invest more #equity",0,0,72,86
25/01/2022 09:06,"It began with a conversation about #HealthEquity in #CancerCare research. Then, participants identified actionable steps others can take to activate #equity in cancer research. Learn more by reading the ACORI Call to Action Summit’s Executive Summary:",0,0,4473,3324
25/01/2022 09:02,"Lever asked me, as a leader in my industry, for my predictions for how women in leadership will change the landscape of work in 2022. Read what I had to say here:  #WomenInLeadership #WomenInLeadershipWithLever #Equity #PayEquity #CompAndBenefits #Inclusion",0,0,4,37
25/01/2022 09:02,"Is your classroom inclusive? As a teacher, you have the power to help your students feel that they are seen, heard, and valued.  #inclusion #diversity #disability #inclusionmatters #love #equality #community #diversityandinclusion #accessibility #equity",0,0,35,92
25/01/2022 09:01,The Future Is Yours To Write… Read Our Plan To Shape A Better Future.  #TheFutureIsYoursToWrite #NetZero2045 #Sustainability #Equity #SafetyFirst,3,6,18327,1375
25/01/2022 09:01,HOW DO YOU HOPE PEOPLE WILL COMMUNICATE WITH YOU? Here are some answers we got from our Camp Paige students... How would you answer? . . . #equality #inclusivity #justice #diversity #equity #action #peace #youthpower #youth #change #art #theater #theadvotproject,0,0,50,0
25/01/2022 09:00,"Learn how #HRSA provides relief to help recruit and retain personnel during the pandemic, supports & builds the health #workforce, promotes health #equity and more. Check out our latest fact sheet:",0,3,34927,245
25/01/2022 09:00,"#Utilities are applying a #diversity, #equity, and #inclusion lens to their offerings, programs, and operations. But how do we make #energy equity a reality? It will require collaboration between industry leaders, thinkers, and doers ().",0,0,3735,1586
25/01/2022 09:00,"𝐃𝐚𝐢𝐥𝐲 𝐌𝐚𝐫𝐤𝐞𝐭 𝐖𝐚𝐭𝐜𝐡 - 𝐓𝐮𝐞𝐬𝐝𝐚𝐲, 𝐉𝐚𝐧𝐮𝐚𝐫𝐲 𝟐𝟓, 𝟐𝟎𝟐𝟐 (𝐒𝐢𝐧𝐡𝐚𝐥𝐚 𝐓𝐫𝐚𝐧𝐬𝐥𝐚𝐭𝐢𝐨𝐧) #colombostockexchange #Ika #SriLanka #colombo #StockMarket #stockstowatch #equity #CSE #CapitalTrustRe",1,2,7434,184
25/01/2022 09:00,"Watch this 1-min video to learn about the three human impacts of enhanced #diversity, #equity, and #inclusion in the workplace.  #SewaBeats #DEI #MusicAsMetaphor",0,0,1593,2985
25/01/2022 09:00,"#ICYMI: EMEA Industry Intelligence for Institutional Services expert Yenni Leighton led the topical debate on transforming the way we do business and the financial outcomes when factoring ID&E in due diligence of #RFPs, #vendor and #manager search. #diversityandinclusion #equity",0,1,52489,1430
25/01/2022 08:59,I get asked all the time what @WaterfordOrg does... so we created a video to explain (with LOTS of cute kids!) Let me know what you think! #EarlyEd #equity #access,0,2,11084,4345
25/01/2022 08:59,"𝐃𝐚𝐢𝐥𝐲 𝐌𝐚𝐫𝐤𝐞𝐭 𝐖𝐚𝐭𝐜𝐡 - 𝐓𝐮𝐞𝐬𝐝𝐚𝐲, 𝐉𝐚𝐧𝐮𝐚𝐫𝐲 𝟐𝟓, 𝟐𝟎𝟐𝟐 #colombostockexchange #Ika #SriLanka #colombo #StockMarket #stockstowatch #equity #CSE #CapitalTrustRe",1,1,7434,184
25/01/2022 08:58,"How do we address the gaps across #privacy, #equity and tech? Join us, @RepYvetteClarke and other great panelists as we explore solutions from federal privacy legislation to privacy by design to combatting data bias in AI. Promises to be a great event!  RT @SIIAPolicy: Join us Feb. 1 at 1 p.m. ET as we discuss policy solutions on how to close the gaps across #privacy and #equity in a digital ecosystem",0,0,1643,213
25/01/2022 08:57,Don't forget to register!!! PETL members attending (up to 40) will be receiving a copy Policing Black Lives by Robyn Maynard @policingblack @ETFOPeel @PeelSchools #AREC #PETL #Equity RT @Anjali_Ajmera: Jan 27: Name it: Understanding Anti-Black Racism in Ontario Education Explore how #ABR is interwoven into the fabric of our ed system & society #PETL Members register at:  @ETFOPeel @ETFOeducators @PeelSchools #AREC #PETL #Equity,0,0,563,722
25/01/2022 08:57,"Black and Brown students aren’t broken. They don’t need to be saved or fixed. They need, and deserve, a better system - a system that affords them access, resources, and opportunities, focused on their brilliance, not “brokenness”. Let’s make it happen! #Equity #EdLeadership",5,17,7975,2909
25/01/2022 08:51,Are we living in a #Covid crisis? Or is it decades of mismanagement of #global #health system. As private #equity firms are telling hospitals cut costs so have the availability of health personnel. Does the #US have enough beds to fulfill not just Covid related but the gen pop?,0,0,1487,5001
25/01/2022 08:50,"Daily Market briefing 01-25-2022: BRVM has closed its trading day on Tuesday January 25th, 2022 lower compared to Monday. The market capitalization (Stocks + Bonds) decreased by 0.18% to stand at XOF 13 289.03 billion against XOF 13…  #equity #stocks",0,0,9097,4217
25/01/2022 08:49,"#Flashback: Private #equity #firms now control many #hospitals, #ERs and #nursing homes. Is it good for #health care? #nbcnews  #us #beds #profit #realestate #layoffs #hours #wages #health #mkt",0,0,1487,5001
25/01/2022 08:48,#European #equity benchmarks closed in positive territory across the board: #FTSE100 +1.00% #DAX +0.74% #CAC40 +0.74% #IBEX35 +0.74% #FTSEMIB +0.24% #EuroStoxx50 +0.58% Visit FP Markets:,1,2,4392,1112
25/01/2022 08:47,#Equity coin! Way better returns than you fiat bank!!! Do your own research at,0,0,107,277
25/01/2022 08:40,Need Guidance for SIP investment… I’m a beginner… any suggestions??? #investments #sipinvestment #mutualfunds #equity #finance #savings,1,0,21,59
25/01/2022 08:38,NEW DISTRIBUTOR ANNOUNCED Full press release  Vision is currently running its 2nd round of equity crowdfunding on @EquivestoInc All Canadians can invest from $500  #plantbased #highgrowthmarket #equity #investing,0,0,24,77
25/01/2022 08:35,"The NIRN team is traveling down a learning path exploring #impsci theories, models, and frameworks through the lens of #equity. Read about their first review session in this month's Practicing Implementation Blog:  #blog",0,4,3416,208
25/01/2022 08:34,"Financial chaos is coming! #ESG/#Equity are cancerous marxist cudgels! Not speaking out, not saying anything, says everything! @NDGOP @DougBurgum @SenKevinCramer @SenJohnHoeven @RepArmstrongND @NDGOP13 @ndgop41 @chrisbergpov @theflagwzfg @970WDAY @westfargo #ndpol #TheBlaze  RT @vipersnke: @DougBurgum and @NDGOP are enthusiastically inviting #ESG (Marxism) in to control ND/ND way of life! ""Leaders' promoting #ESG are either completely ignorant or corrupt/compromised sell outs! @chrisbergpov @theflagwzfg @970WDAY @NDGOP13 @ndgop41 @NDSenateGOP @NDHouseGOP #ndpol",0,0,815,3350
25/01/2022 08:33,"In our latest report, ERN reviewed all states’ K-12 #ARP plans that have been approved by USED, and the overall picture—especially when it comes to #equity—is decidedly mixed. See how YOUR state stands:",0,0,4361,1024
25/01/2022 08:33,"This @HealthLeaders article shares how CBOs are some of the most effective ways of engaging ppl, esp w #equity & #SDOH. Altho tech focus only on coordination &amp; referrals misses the need to empower CBOs w #analytics that is TRULY transformative!",0,0,1528,2257
25/01/2022 08:32,We are honored to be a grantee for our work supporting beneficial electrification for all. Thank you @PenCleanEnergy for prioritizing clean energy #equity! #electrify RT @PenCleanEnergy: We have awarded grants to 12 San Mateo County organizations to increase outreach particularly to low-income and other disadvantaged communities on bill savings and other benefits of clean energy programs,0,0,1421,1084
25/01/2022 08:30,"""A shortfall of the equity approach, however, is that it encourages advocates to focus on what they want to end (disparities), rather than what they want to achieve (universal thriving).""  #equity",1,1,3327,829
25/01/2022 08:26,Join us  #sensex #finance #economy #dalalstreet #business #stockmarket #stock #sharemarket #invest #investors #investment #investing #bse #nse #mumbai #india #usa #equities #equity #china #imf #inflation #outlook #brazil #forecast #realestate #worldeconomy,0,0,179,11
25/01/2022 08:22,"DataLend Daily #Equity #SecuritiesLending Market Update - January 24, 2022  #marketdata #swaps #collateral #fintech #finance #technology #data #markets",2,0,861,469
25/01/2022 08:22,Check $Equity at DEXTools!  #Equity #Equitycoin,0,0,28,214
25/01/2022 08:21,"#Nifty #NIFTYFUTURE #Niftybank #equity #TradingView #trading #stockmarkets #StocksToBuy #investing #websol Huge weath creator for our #telegramgroup subscribers, add more around support",0,0,454,506
25/01/2022 08:21,"""Key to pandemic preparedness, response and recovery are #equity, especially the timely sharing of data, and strengthening of health systems."" @CLMcIff, Co-Chair #WGPR at the @WHO #EB150 #VaccineEquity, #GenderEquity and a #GenderEqualHCW are key to #BuildingBackBetter",0,1,49392,3141
25/01/2022 08:17,"Mindfulness: Seeding Climate Innovation & Personal Resiliency, January 27, 12pm PST:  @WomenCleantech #wellness #health #mindfulness #climatechange #equity #resilience #climateresilience #environmentaljustice #sustainability #womeningreen #cleantech",2,0,13,45
25/01/2022 08:17,"Tomorrow: Free Webinar: Reducing Barriers to Department of Energy (#DOE) Opportunities, 1/6, 2:30 pm EST:  @ENERGY #energy #equity #business #smallbusiness #minorityownedbusiness #startup #energyfficiency #economy #technology #cleantech #greencareers #free",0,0,336,248
25/01/2022 08:14,"FOUA ENews January 2022 -  Our annual meeting recap, Spring Garden Kickoff March 12 & much more! #arlingtonurbanag #schoolgardens #equity",0,0,284,324
25/01/2022 08:08,"..""when it comes to diversity, equity, and inclusion efforts, too many organizations and providers rely on “canned” culture content for their so-called insights. This is both prevalent—and ineffective."" #diversity #equity #inclusion #dei",0,0,1146,1809
25/01/2022 08:07,"#Merit narratives often are just #privilege narratives. That is why #equity policies are so important. BTW, the way this video explains Social Inequalities ($100 Race) applies to many aspects of #academia, where we like to think that we promote merit -",0,0,420,492
25/01/2022 08:07,"Read the analysis by Deputy CIO Daniel Murray, who assesses the #market #outlook in the light of the pullback that many #equity markets have experienced over recent days after their remarkable track #record and general #strength in the last years",0,0,1451,399
25/01/2022 08:05,there are no gap up gap down in #cyrpto #FOMC #equity,0,0,23,474
25/01/2022 08:04,"$LSRG #LSR Group ... LSR Group - 2021 Trading Update Above Conservative Guidance: LSR Group posted its 4Q21 and full-year 2021 trading update. Though the company missed our expectations, it exceeded its guidance. Overall, the numbers…  #equity #stocks",0,0,9097,4217
25/01/2022 08:03,"So looking forward to this! Join me, the Frayme team and some special guests in chatting trough the changing world of #kmb, what evidence really means and how we can strive for #knowledge #equity in the work we do to design the youth #mentalhealth and #SubstanceUse system! RT @Frayme_Cadre: ✍️ Tweet us your question(s) by Feb. 2 with the #AskFrayme hashtag to start the conversation! #kmb #AcademicTwitter #AcademicChatter #AcademicMentalHealth #SciComm #LivedExperience",1,2,443,537
25/01/2022 08:03,There's still time to register for The Evolution of Patient Experience: A View from Safety Net Hospitals. This fireside chat will provide insights on how #COVID19 is shaping the future of #patientexperience in #hospitals.  #equity #health #healthequity,0,0,1200,1008
25/01/2022 08:03,"Dr. Evelyn Hsu, division chief of Gastroenterology & #Heptaology at @seattlechildren discusses her pursuit of racial #equity for children needing a #livertransplant &amp; her investment in the future generations of #liver specialists. #DEI #TransplantTuesday 🔗",0,0,3627,3270
25/01/2022 08:02,Wow I’ve missed a lot in the #forex and #equity market these past weeks. Maybe the time off to sharpen the brain back up was needed. We’ll find out soon #forextrading #forexsignals #NASDAQ #TradingView #optionstrade,0,0,42,9
25/01/2022 08:01,What is JEDI? Let’s take a moment to consider the fundamental values behind SCEN’s JEDI program. ⁠ ⁠ #scennetwork #justice #equity #diversity #inclusion #jedi #climate #energy #southeast #environmentaljustice,0,2,487,674
25/01/2022 08:01,Got bills? You can turn some of the #equity in your home into monthly revenue. No additional #debt. No monthly payments. Learn more🏡  #blockchain #Algorand #NFT #realestate,0,1,1251,5000
25/01/2022 08:00,"Eight #radiology organizations have partnered to form the Radiology Health Equity Coalition, a collaboration designed to “positively impact #health care #equity in the radiology arena and beyond”:  #disparities #healthequity #radonc",0,0,48484,3146
25/01/2022 08:00,"The @cityoftoronto has launched a Cultural Festivals #Funding Program. The new program, designed to support the development of the #festival sector, also promotes access, #equity, inclusion and service innovation. Applications close February 11, 2022.",0,0,10760,1172
25/01/2022 08:00,"Managers Tackling Tokenism: How Does The Idea of Intersectionality Effect A Manager's Approach to Conversations, Allyship, or Mentorship? Watch full video here:  #Diversity #equity #inclusion #DEI #managers #management #DiversityandInclusion",0,1,165,209
25/01/2022 08:00,"“While there is more the company can do to support people of color more explicitly, I think we are headed in the right direction..."" (Hyperscience: 3.3 / 5 ⭐) Head to our website to tell us how your company really treats BIPOC employees #diversity #equity & #inclusion",1,1,133,107
25/01/2022 07:59,"In this article, “Ten Lessons Learned from Launching a DE&I Committee” Beka Wueste shares her key lessons that helped advance and deepen our #diversity, #equity, &amp; #inclusion efforts long-term. Read the full article:  #WorkplaceCulture #GreatPlaceToWork",0,1,153,86
25/01/2022 07:59,"#NDX'S % Above 50D MA below Covid's low, found support at previous low & breaking that will go straight to Zero line ! #NQ_F #nq #nq100 #stockmarkets #stocks #trading #equity #NDX #trade #StockMarket #trading #invest #DayTrading #STONKS #investing #investment #inflation #money",0,0,99,78
25/01/2022 07:58,"On this morning's @sanmateoco Board of Supervisor's agenda: #equity and #inclusion reso to commit to Anchor Institutions framework, @SMCHealth update, a Measure K grant to @LWV New Voices for Youth project for parent digital literacy help, and more. Watch:",0,0,3671,1515
25/01/2022 07:56,The Market Story 25 January 2022. #iiflsecurities #stockmarkets #sharemarket #Nifty #sensex #sharemarketnews #banknifty #equity #trading #news #theunicornfinancials #fii #dii,1,0,3,18
25/01/2022 07:55,Today is Launch day and we are very excited about our continued partnership with @LA_Regents to make sure all kids have access to Dual Enrollment. This is a step in the right direction. #edtrustla #equity,2,2,237,328
25/01/2022 07:55,IIPE believes sourcing for diverse talent in every search is an essential component of all recruiting initiatives. #IIPE #DEI #Diversity #Diverse #Equity #Inclusion #Culture #Cultural #Teams,0,0,46,277
25/01/2022 07:54,"Looking forward to kicking off Pasadena's Club 21 virtual conference this Friday at 9:00 am PST, 12:00 pm EST on Reimagining #SpecialEducation. Register at  . #inclusion #equity @Cal__TASH",2,2,1066,789
25/01/2022 07:54,#SPX'S % Above 50D MA broke Covid's low. No support till the Zero line & looks we still have wave 5 left to go down ! #SPX500 #stockmarkets #stocks #trading #equity #nq #nq100 #trade #StockMarket #trading #invest #DayTrading #STONKS #investing #investment #money $spy #NQ_F,0,0,99,78
25/01/2022 07:53,"It's a bit of a slow time in the markets right now, and the meeting of the FED today sure isn't helping. Still even with the slow day, I'm getting some passive income from @equitycoinbsc. So thank you, #equity, for the past few payouts that brought in over $3k while I've owned it",1,2,199,1534
25/01/2022 07:50,"Had a fun chat with Rob O’Donohue, a Senior Director, Analyst in Gartner's CIO Research Group, about changes changes we've seen in DEI over the past few years. #diversity #equity #inclusion #gartner  via @Gartner_Inc",0,0,338,520
25/01/2022 07:49,#DOW #DJI % Above 50D MA is closing in on Covid's low TL! #SPX #SPX500 #stockmarkets #stocks #trading #equity #nq #nq100 #trade #StockMarket #trading #invest #DayTrading #STONKS #investing #investment #money $spy #NQ_F,0,0,99,78
25/01/2022 07:49,"#NIFTYFUTURE #Nifty #Niftybank #equity #KELLTONTECH #investing #stockmarkets #StockMarketindia #TradingView #trading Can correct 15% more to retest its rounding bottom breakout, don't miss it to buy again at 90-95 zone",0,3,454,506
25/01/2022 07:48,"In the coming years, the majority of #cancer cases are predicted to occur in #developing countries. @abdulsaterz @ecancer @MenassaM @rimaabdulkhalek @NassimElAchi @dmukherji #MENA #MiddleEast #equity #health #DHPSP #INPST #MedTwitter #MedTwitterAI #HospitaslalkToLovedOnes",0,0,310,785
25/01/2022 07:47,#Sport has the ability to change lives. I’m so incredibly proud of our team at @UnderArmour who is committed to breaking down barriers to give everyone the chance to play. Stay tuned as we are just getting started! #giftofthegame #equity #access,0,0,390,506
25/01/2022 07:47,"If you missed them the first time around, check out these excellent ""top 10"" blogs from the California Health Care Foundation! #healthcare #Blogs #equity",0,0,1694,1164
25/01/2022 07:46,"""You're opening up your mind, your ears, your heart, your processes, to hear from those who are least heard."" @Kelley_D_Gulley of @BlankFoundation shares her thoughts on how #listening advances #equity. #feedback #nonprofits #funders",0,1,170,422
25/01/2022 07:46,"Got Wealth? If you own a home, the answer is yes. @quantmre can help you free some of the #equity in your home for cash to use now. No monthly payments. No additional #debt. Download our free ebook:  #Algorand #NFT #realestate",0,1,1251,5000
25/01/2022 07:45,Join us in 15 minutes as we hear a panel of experts' perspectives on public and private markets and the outlook for healthcare equity financing in 2022. @LSEGplc @chrispmayo @CivilizationVC @ShahramSN @RBC #healthcare #investment #equity,1,0,3552,1450
25/01/2022 07:45,Know of an aspiring or sitting president who is passionate about improving #college student success and #equity? The @AspenInstitute Presidential Fellowship is now accepting applications and nominations through March 25th for the 2022-23 cohorts. #highered,0,0,2275,936
25/01/2022 07:44,"Currently, one in every four vaccine-doses is being administered as a booster dose in one of the 126 countries that have included booster-recommendation in their national guidelines for management of the pandemic.  #BoosterDose #equity",0,0,3445,4920
25/01/2022 07:40,Federal Reserve Preview - Poised for a Hawkish Surprise?: The Fed has turned much more hawkish since the start of the year and now appears to be signaling more than the three hikes this year (that it was expecting back in December) and a…  #equity #stocks,0,0,9097,4217
25/01/2022 07:40,"$ZB-R-A #Zagrebacka Burza dd Zagreb Stock Exchange: Waiting for the triggers (stays HOLD): We upgraded Zagreb Stock Exchange (ZSE) to HOLD earlier this year and, in this report, we reiterate our recommendation. However, we have reduced…  #equity #stocks",0,0,9097,4217
25/01/2022 07:39,"Working to advance #diversity, #equity and #inclusion can improve financial results and can solve talent challenges in the pandemic environment. Read more in today's Daily Clips:",0,0,10350,378
25/01/2022 07:38,#VIX Another spike or it's over ! #Elliottwave #SPX #SPX500 #stockmarkets #stocks #trading #equity #nq #nq100 #trade #StockMarket #trading #invest #DayTrading #STONKS #investing #investment #money $spy #NQ_F,1,0,99,78
25/01/2022 07:37,"We are thrilled to announce @CBRE as our inaugural DEI Program Partner. CBRE’s support is critical in our mission to advance women in #CRE, and in our efforts to champion #diversity, #equity and #inclusion in the industry. Read more:  #CRE",0,0,7747,2384
25/01/2022 07:35,Hope In Action 2022 #SocialJustice & #Equity,0,0,1696,1442
25/01/2022 07:35,DEI360 quickly allows organizational leadership to see how they’re doing on diversity from the employee’s perspective.  #belonging #equity #inclusion,0,0,4294,4255
25/01/2022 07:35,DEI360 is the right tool to measure progress along your organizations’ diversity journey.  #belonging #equity #inclusion,0,0,527,1843
25/01/2022 07:32,"Join Us: ""Reignite: Back to Career/Research"" session on ""#Equity, #Diversity & #Inclusion in #Photonics Education"" w/ Leslie Rusch, @UniversiteLaval. She will share her journey &amp; offer actions you can take to advocate for yourself &amp; #STEMdiversity. RSVP:",0,1,10149,1620
25/01/2022 07:31,"Understand the basics of #investment which will help you to define your investment universe. In the video, we mainly discuss the 2 core asset classes - #debt & #equity, along with #hybridFund. #money #investing",0,0,99,86
25/01/2022 07:30,"Remodelers remain confident about 2022 and are booked well in advance for the year, the @NAHBhome reports. @NAHBRemodelers #remodeling #remodelers #remodlerconfidence #homeimprovement #equity #NAHB #KitchenandBath",0,0,2940,559
25/01/2022 07:26,"The total #equity put/call ratio on yesterday was 1.01. Total options volume was 63,031,701 contracts  #optionstrading @OptionsClearing",0,0,3115,901
25/01/2022 07:26,"The total #equity put/call ratio on yesterday was 1.01. Total options volume was 63,031,701 contracts  #optionstrading @OptionsClearing",0,0,10631,786
25/01/2022 07:25,Equity and Inclusion is NOT Critical Race Theory... #equity #inclusion,1,0,161,288
25/01/2022 07:25,"""#COVID19 has been a salutary lesson in the interconnectedness of determinants of health, of interventions, and of outcomes. Finally, it is about #equity."" @MoetiTshidi, @WHO #EB150 on the topic of increasing assessed contributions to positively impact the needs of the people!",2,1,49387,3141
25/01/2022 07:24,"Achieving #equity in our work is not a quick fix — it takes thoughtfulness, strategy, & authenticity. Abt's @katrina_bledsoe looks at how taking time to do the work can improve equity within our organization &amp; for our clients:",0,0,12683,2821
25/01/2022 07:22,"DEI trends that can boost performance in 2022 --> Finance leaders should be watching for these #diversity, #equity and #inclusion trends as the global economy enters the third year of the pandemic:  #dei #cpa #accounting",0,1,9995,950
25/01/2022 07:22,"Tomorrow: Free Webinar: Reducing Barriers to Department of Energy (#DOE) Opportunities, 1/26, 2:30 pm EST:  @ENERGY #energy #equity #business #smallbusiness #minorityownedbusiness #startup #energyfficiency #economy #technology #cleantech #greencareers #free",0,1,1072,893
25/01/2022 07:21,Join us Feb. 1 at 1 p.m. ET as we discuss policy solutions on how to close the gaps across #privacy and #equity in a digital ecosystem,1,0,443,422
25/01/2022 07:16,Honored to join @SOILHaiti Board w/ @AlyseSchrec . Not an easy time to work in Haiti but @SOILHaiti staff are fearless & committed to delivering sanitation services to the poorest families in Cap Haitien. Look forward to supporting &amp; growing their work. #sanitation #equity RT @SOILHaiti: We are excited to be starting this year announcing the addition of new SOIL board members that are bringing decades of experience and expertise in the WASH sector and in the fight for social justice. Learn more about our board here:,0,3,736,682
25/01/2022 07:15,"₹7k crore sold by FII. Looks more & more like retailers &amp; DII (again retailers via MF SIPs) are becoming bag holders. Domestic investors giving easy exits to FII near ATHs. Not sure who is the clown here, FII or domestic investors? History says latter. #Equity #Markets #Nifty",0,0,92,35
25/01/2022 07:15,"Feb.16: Join OISE’s #Equity Committee for #OISEBlackFacultyChat with George Dei, Njoki Wane, Lance McCready, rosalind hampton, @WhitneeGarrett, @dr_iwenofu & Andrew Campbell in conversations with their communities. Register at  #OISEBlackExcellence",0,0,21104,565
25/01/2022 07:10,"#Collaborationequity: a lofty idea that can be achieved. @Google Product Manager Ramesh Nair discusses what it means, what it can look like, and making work a level playing field ⭐️ #equity #inclusion #coffeewithcopper #CwCmoments",0,0,2348,467
25/01/2022 07:10,"We should reimagine the #workplace to better support #workingparents with #remote and #flexwork. Read more to learn how these new workplaces can results in a more connected, satisfied workforce. What else can orgs do to support #moms and #dads? #equity",1,1,31,131
25/01/2022 07:08,Should we pursue #Justice and #Equity before #Personal #Interests? Should we be #Capitalists with a #Soul? Should we rate #Communal #Interests over and above #Personal #Interest? #Blessed be #YHWH.,0,0,23,116
25/01/2022 07:05,Sharing is caring. Our colleagues at the State Health Insurance Assistance Program helping with #access and #equity #MRBPublicHealth #Consulting,0,0,61,103
